delivery_date,trigger_fraction,vid,rep,resampled_multiplier,nr_lateness,liu_lateness
INSTANCE_023,0.25,V2,3,0.8679353358630678,0.0,0.0
INSTANCE_023,0.25,V2,4,1.1912368001424978,19.582370504308983,0.0
INSTANCE_023,0.25,V2,5,0.9452907471448646,0.0,0.0
INSTANCE_023,0.25,V2,6,0.9714404597389816,0.0,0.0
INSTANCE_023,0.25,V2,7,1.013791178773301,0.0,0.0
INSTANCE_023,0.25,V2,8,1.0139319529377937,0.0,0.0
INSTANCE_023,0.25,V2,9,0.983860102837118,0.0,0.0
INSTANCE_023,0.25,V3,0,1.024982501399423,0.0,0.0
INSTANCE_023,0.25,V3,1,1.0233666890774118,0.0,0.0
INSTANCE_023,0.25,V3,2,1.257214911607743,0.0,0.0
INSTANCE_023,0.25,V3,3,1.0160342584089286,0.0,0.0
INSTANCE_023,0.25,V3,4,0.9451557067489208,0.0,0.0
INSTANCE_023,0.25,V3,5,1.2566176852002269,0.0,0.0
INSTANCE_023,0.25,V3,6,1.206693469199039,0.0,0.0
INSTANCE_023,0.25,V3,7,1.026209413070951,0.0,0.0
INSTANCE_023,0.25,V3,8,1.009821314185272,0.0,0.0
INSTANCE_023,0.25,V3,9,1.0517077858614825,0.0,0.0
INSTANCE_023,0.25,V4,0,0.880755796222279,0.0,0.0
INSTANCE_023,0.25,V4,1,1.0722453613941898,0.0,0.0
INSTANCE_023,0.25,V4,2,1.167094339839882,0.0,0.0
INSTANCE_023,0.25,V4,3,0.8720166317213677,0.0,0.0
INSTANCE_023,0.25,V4,4,0.8844498874968189,0.0,0.0
INSTANCE_023,0.25,V4,5,0.9846497010211196,0.0,0.0
INSTANCE_023,0.25,V4,6,1.266071963835614,15.93988009567613,0.0
INSTANCE_023,0.25,V4,7,0.894302047203971,0.0,0.0
INSTANCE_023,0.25,V4,8,0.9673007796898386,0.0,0.0
INSTANCE_023,0.25,V4,9,0.9814461698197354,0.0,0.0
INSTANCE_023,0.5,V1,0,0.9865782319571728,0.0,0.0
INSTANCE_023,0.5,V1,1,0.8960308343539007,0.0,0.0
INSTANCE_023,0.5,V1,2,0.8539188058970851,0.0,0.0
INSTANCE_023,0.5,V1,3,0.9261341549956502,0.0,0.0
INSTANCE_023,0.5,V1,4,1.0075822425351937,0.0,0.0
INSTANCE_023,0.5,V1,5,0.8922637370099548,0.0,0.0
INSTANCE_023,0.5,V1,6,0.9453392154286028,0.0,0.0
INSTANCE_023,0.5,V1,7,0.9976911335901408,0.0,0.0
INSTANCE_023,0.5,V1,8,1.2336673023720526,0.0,0.0
INSTANCE_023,0.5,V1,9,1.0392318228862991,0.0,0.0
INSTANCE_023,0.5,V2,0,0.885315360309711,0.0,0.0
INSTANCE_023,0.5,V2,1,1.0136142055379385,0.0,0.0
INSTANCE_023,0.5,V2,2,0.9976600818897492,0.0,0.0
INSTANCE_023,0.5,V2,3,0.8913495453222449,0.0,0.0
INSTANCE_023,0.5,V2,4,1.073496397718238,2.397299526012944,0.0
INSTANCE_023,0.5,V2,5,1.183192346558996,9.415646332844515,0.0
INSTANCE_023,0.5,V2,6,0.9388941757844352,0.0,0.0
INSTANCE_023,0.5,V2,7,1.172213459534738,8.713217141032374,0.0
